Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
1,2,28.0,0,0,13,1,0,0,0,1
1,3,30.0,0,0,8,0,1,0,0,1
1,1,4.0,0,2,81,0,1,0,0,1
1,2,13.0,0,1,19,1,0,0,0,1
1,1,34.0,0,0,26,0,1,0,0,1
1,3,5.0,2,1,19,1,0,1,0,0
1,1,52.0,0,0,30,0,1,0,0,1
0,2,36.0,1,2,27,0,1,0,0,1
0,3,30.0,1,0,19,0,1,0,0,1
0,1,30.0,0,0,27,0,1,1,0,0
1,1,49.0,1,0,89,0,1,1,0,0
0,3,30.0,0,0,8,0,1,0,0,1
1,3,29.0,0,0,7,0,1,1,0,0
0,1,65.0,0,0,26,0,1,0,0,1
1,1,30.0,1,0,51,1,0,0,0,1
1,2,50.0,0,0,10,1,0,0,0,1
0,3,30.0,0,0,7,0,1,0,1,0
1,1,48.0,0,0,26,0,1,0,0,1
0,3,34.0,0,0,8,0,1,0,0,1
0,1,47.0,0,0,38,0,1,0,0,1
0,2,48.0,0,0,13,0,1,0,0,1
0,3,30.0,0,0,8,0,1,0,0,1
0,3,38.0,0,0,7,0,1,0,0,1
0,2,30.0,0,0,0,0,1,0,0,1
0,1,56.0,0,0,26,0,1,0,0,1
0,3,30.0,0,0,7,0,1,0,1,0
1,3,0.75,2,1,19,1,0,1,0,0
0,3,30.0,0,0,7,0,1,0,0,1
0,3,38.0,0,0,8,0,1,0,0,1
1,2,33.0,1,2,27,1,0,0,0,1
1,2,23.0,0,0,13,1,0,1,0,0
0,3,22.0,0,0,9,1,0,0,0,1
0,1,30.0,0,0,52,0,1,0,0,1
0,2,34.0,1,0,21,0,1,0,0,1
0,3,29.0,1,0,7,0,1,0,0,1
0,3,22.0,0,0,7,0,1,0,0,1
1,3,2.0,0,1,12,1,0,0,0,1
0,3,9.0,5,2,46,0,1,0,0,1
0,2,30.0,0,0,0,0,1,0,0,1
0,3,50.0,0,0,8,0,1,0,0,1
1,3,63.0,0,0,9,1,0,0,0,1
1,1,25.0,1,0,91,0,1,1,0,0
0,3,30.0,3,1,25,1,0,0,0,1
1,1,35.0,1,0,90,1,0,0,0,1
0,1,58.0,0,0,29,0,1,1,0,0
0,3,30.0,0,0,8,0,1,0,0,1
1,3,9.0,1,1,15,0,1,0,0,1
0,3,30.0,1,0,19,0,1,0,0,1
0,3,21.0,0,0,7,0,1,0,0,1
0,1,55.0,0,0,30,0,1,0,0,1
0,1,71.0,0,0,49,0,1,1,0,0
0,3,21.0,0,0,8,0,1,0,0,1
0,3,30.0,0,0,14,0,1,1,0,0
1,1,54.0,1,0,78,1,0,1,0,0
0,3,30.0,0,0,15,0,1,0,0,1
0,1,25.0,1,2,151,1,0,0,0,1
0,3,24.0,0,0,7,0,1,0,0,1
0,3,17.0,0,0,8,0,1,0,0,1
0,3,21.0,0,0,7,1,0,0,1,0
0,3,30.0,0,0,7,1,0,0,1,0
0,3,37.0,0,0,9,1,0,0,0,1
1,1,16.0,0,0,86,1,0,0,0,1
0,1,18.0,1,0,108,0,1,1,0,0
1,2,33.0,0,2,26,1,0,0,0,1
1,1,30.0,0,0,26,0,1,0,0,1
0,3,28.0,0,0,22,0,1,0,0,1
1,3,26.0,0,0,56,0,1,0,0,1
1,3,29.0,0,0,7,0,1,0,1,0
0,3,30.0,0,0,8,0,1,0,0,1
1,1,36.0,0,0,26,0,1,0,0,1
1,1,54.0,1,0,59,1,0,1,0,0
0,3,24.0,0,0,7,0,1,0,0,1
0,1,47.0,0,0,34,0,1,0,0,1
1,2,34.0,0,0,10,1,0,0,0,1
0,3,30.0,0,0,24,0,1,0,1,0
1,2,36.0,1,0,26,1,0,0,0,1
0,3,32.0,0,0,7,0,1,0,0,1
1,1,30.0,0,0,93,1,0,0,0,1
0,3,22.0,0,0,7,0,1,0,0,1
0,3,30.0,0,0,7,0,1,1,0,0
1,1,44.0,0,1,57,1,0,1,0,0
0,3,30.0,0,0,7,0,1,1,0,0
0,3,40.5,0,0,7,0,1,0,1,0
1,2,50.0,0,0,10,1,0,0,0,1
0,1,30.0,0,0,221,0,1,0,0,1
0,3,39.0,0,0,7,0,1,0,0,1
0,2,23.0,2,1,11,0,1,0,0,1
1,2,2.0,1,1,26,1,0,0,0,1
0,3,30.0,0,0,7,0,1,1,0,0
0,3,17.0,1,1,7,0,1,1,0,0
1,3,30.0,0,2,22,1,0,1,0,0
0,3,30.0,0,0,8,1,0,0,0,1
1,2,7.0,0,2,26,1,0,0,0,1
0,1,45.0,0,0,26,0,1,0,0,1
1,1,30.0,0,0,106,1,0,1,0,0
0,3,30.0,0,0,14,0,1,0,0,1
1,1,22.0,0,2,49,1,0,1,0,0
1,1,36.0,0,2,71,1,0,0,0,1
0,3,9.0,4,2,31,1,0,0,0,1
0,3,11.0,4,2,31,1,0,0,0,1
1,2,32.0,1,0,26,0,1,0,0,1
0,1,50.0,1,0,106,0,1,1,0,0
0,1,64.0,0,0,26,0,1,0,0,1
1,2,19.0,1,0,26,1,0,0,0,1
1,2,30.0,0,0,13,0,1,1,0,0
0,3,33.0,1,1,20,0,1,0,0,1
1,2,8.0,1,1,36,0,1,0,0,1
1,1,17.0,0,2,110,0,1,1,0,0
0,2,27.0,0,0,26,0,1,0,0,1
0,3,30.0,0,0,7,0,1,0,1,0
1,3,22.0,0,0,7,0,1,1,0,0
1,3,22.0,0,0,7,1,0,0,0,1
0,1,62.0,0,0,26,0,1,0,0,1
1,1,48.0,1,0,39,1,0,1,0,0
0,1,30.0,0,0,227,0,1,1,0,0
1,1,39.0,1,1,79,1,0,0,0,1
1,3,36.0,1,0,17,1,0,0,0,1
0,3,30.0,0,0,7,0,1,0,1,0
0,3,40.0,0,0,7,0,1,0,0,1
0,2,28.0,0,0,13,0,1,0,0,1
0,3,30.0,0,0,8,0,1,0,0,1
0,3,30.0,0,0,8,1,0,0,0,1
0,3,24.0,2,0,24,0,1,0,0,1
0,3,19.0,0,0,7,0,1,0,0,1
0,3,29.0,0,4,21,1,0,0,0,1
0,3,30.0,0,0,7,0,1,1,0,0
1,3,32.0,0,0,7,0,1,0,0,1
1,2,62.0,0,0,10,0,1,0,0,1
1,1,53.0,2,0,51,1,0,0,0,1
1,1,36.0,0,0,26,0,1,0,0,1
1,3,30.0,0,0,7,1,0,0,1,0
0,3,16.0,0,0,8,0,1,0,0,1
0,3,19.0,0,0,14,0,1,0,0,1
1,2,34.0,0,0,13,1,0,0,0,1
1,1,39.0,1,0,55,1,0,0,0,1
0,3,30.0,1,0,14,1,0,1,0,0
1,3,32.0,0,0,7,0,1,0,0,1
1,2,25.0,1,1,30,1,0,0,0,1
1,1,39.0,1,1,110,1,0,1,0,0
0,2,54.0,0,0,26,0,1,0,0,1
0,1,36.0,0,0,40,0,1,1,0,0
0,3,30.0,0,0,8,0,1,1,0,0
1,1,18.0,0,2,79,1,0,0,0,1
0,2,47.0,0,0,15,0,1,0,0,1
1,1,60.0,1,1,79,0,1,1,0,0
0,3,22.0,0,0,8,0,1,0,0,1
0,3,30.0,0,0,8,0,1,0,0,1
0,3,35.0,0,0,7,0,1,0,0,1
1,1,52.0,1,0,78,1,0,1,0,0
0,3,47.0,0,0,7,0,1,0,0,1
0,3,30.0,0,2,7,1,0,0,1,0
0,2,37.0,1,0,26,0,1,0,0,1
0,3,36.0,1,1,24,0,1,0,0,1
1,2,30.0,0,0,33,1,0,0,0,1
0,3,49.0,0,0,0,0,1,0,0,1
0,3,30.0,0,0,7,0,1,1,0,0
1,1,49.0,1,0,56,0,1,1,0,0
1,2,24.0,2,1,27,1,0,0,0,1
0,3,30.0,0,0,7,0,1,0,0,1
0,1,30.0,0,0,42,0,1,0,0,1
0,3,44.0,0,0,8,0,1,0,0,1
1,1,35.0,0,0,26,0,1,1,0,0
0,3,36.0,1,0,15,0,1,0,0,1
0,3,30.0,0,0,7,0,1,0,0,1
1,1,27.0,0,0,30,0,1,0,0,1
1,2,22.0,1,2,41,1,0,1,0,0
1,1,40.0,0,0,153,1,0,0,0,1
0,3,39.0,1,5,31,1,0,0,0,1
0,3,30.0,0,0,7,0,1,0,0,1
1,3,30.0,1,0,15,1,0,0,1,0
0,3,30.0,0,0,7,0,1,0,1,0
0,3,35.0,0,0,8,0,1,0,0,1
1,2,24.0,1,2,65,1,0,0,0,1
0,3,34.0,1,1,14,0,1,0,0,1
0,3,26.0,1,0,16,1,0,0,0,1
1,2,4.0,2,1,39,1,0,0,0,1
0,2,26.0,0,0,10,0,1,0,0,1
0,3,27.0,1,0,14,0,1,1,0,0
1,1,42.0,1,0,52,0,1,0,0,1
1,3,20.0,1,1,15,0,1,1,0,0
0,3,21.0,0,0,7,0,1,0,0,1
0,3,21.0,0,0,16,0,1,0,0,1
0,1,61.0,0,0,32,0,1,0,0,1
0,2,57.0,0,0,12,0,1,0,1,0
1,1,21.0,0,0,77,1,0,0,0,1
0,3,26.0,0,0,7,0,1,0,0,1
0,3,30.0,0,0,7,0,1,0,1,0
1,1,80.0,0,0,30,0,1,0,0,1
0,3,51.0,0,0,7,0,1,0,0,1
1,1,32.0,0,0,30,0,1,1,0,0
0,1,30.0,0,0,0,0,1,0,0,1
0,3,9.0,3,2,27,1,0,0,0,1
1,2,28.0,0,0,13,1,0,0,0,1
0,3,32.0,0,0,7,0,1,0,0,1
0,2,31.0,1,1,26,0,1,0,0,1
0,3,41.0,0,5,39,1,0,0,0,1
0,3,30.0,1,0,16,0,1,0,0,1
0,3,20.0,0,0,7,0,1,0,0,1
1,1,24.0,0,0,69,1,0,1,0,0
0,3,2.0,3,2,27,1,0,0,0,1
1,3,30.0,0,0,56,0,1,0,0,1
1,3,0.75,2,1,19,1,0,1,0,0
1,1,48.0,1,0,76,0,1,1,0,0
0,3,19.0,0,0,7,0,1,0,0,1
1,1,56.0,0,0,35,0,1,1,0,0
0,3,30.0,0,0,7,0,1,0,0,1
1,3,23.0,0,0,7,1,0,0,0,1
0,3,30.0,0,0,7,0,1,0,0,1
1,2,18.0,0,1,23,1,0,0,0,1
0,3,21.0,0,0,8,0,1,0,0,1
1,3,30.0,0,0,7,1,0,0,1,0
0,3,18.0,0,0,6,1,0,0,1,0
0,2,24.0,2,0,73,0,1,0,0,1
0,3,30.0,0,0,7,0,1,0,0,1
0,3,32.0,1,1,15,1,0,0,1,0
0,2,23.0,0,0,13,0,1,0,0,1
0,1,58.0,0,2,113,0,1,1,0,0
1,1,50.0,2,0,133,0,1,0,0,1
0,3,40.0,0,0,7,0,1,1,0,0
0,1,47.0,0,0,25,0,1,0,0,1
0,3,36.0,0,0,7,0,1,0,0,1
1,3,20.0,1,0,7,0,1,0,0,1
0,2,32.0,2,0,73,0,1,0,0,1
0,2,25.0,0,0,13,0,1,0,0,1
0,3,30.0,0,0,7,0,1,0,0,1
0,3,43.0,0,0,8,0,1,0,0,1
1,1,30.0,1,0,52,1,0,0,0,1
1,2,40.0,1,1,39,1,0,0,0,1
0,1,31.0,1,0,52,0,1,0,0,1
0,2,70.0,0,0,10,0,1,0,0,1
1,2,31.0,0,0,13,0,1,0,0,1
0,2,30.0,0,0,0,0,1,0,0,1
0,3,18.0,0,0,7,0,1,0,0,1
0,3,24.5,0,0,8,0,1,0,0,1
1,3,18.0,0,0,9,1,0,0,0,1
0,3,43.0,1,6,46,1,0,0,0,1
1,1,36.0,0,1,512,0,1,1,0,0
0,3,30.0,0,0,8,1,0,0,1,0
1,1,27.0,0,0,76,0,1,1,0,0
0,3,20.0,0,0,9,0,1,0,0,1
0,3,14.0,5,2,46,0,1,0,0,1
0,2,60.0,1,1,39,0,1,0,0,1
0,2,25.0,1,2,41,0,1,1,0,0
0,3,14.0,4,1,39,0,1,0,0,1
0,3,19.0,0,0,10,0,1,0,0,1
0,3,18.0,0,0,7,0,1,0,0,1
1,1,15.0,0,1,211,1,0,0,0,1
1,1,31.0,1,0,57,0,1,0,0,1
1,3,4.0,0,1,13,1,0,1,0,0
1,3,30.0,0,0,56,0,1,0,0,1
0,3,25.0,0,0,7,0,1,1,0,0
0,1,60.0,0,0,26,0,1,0,0,1
0,2,52.0,0,0,13,0,1,0,0,1
0,3,44.0,0,0,8,0,1,0,0,1
1,3,30.0,0,0,7,1,0,0,1,0
0,1,49.0,1,1,110,0,1,1,0,0
0,3,42.0,0,0,7,0,1,0,0,1
1,1,18.0,1,0,227,1,0,1,0,0
1,1,35.0,0,0,26,0,1,0,0,1
0,3,18.0,0,1,14,1,0,1,0,0
0,3,25.0,0,0,7,0,1,0,1,0
0,3,26.0,1,0,7,0,1,0,0,1
0,2,39.0,0,0,26,0,1,0,0,1
1,2,45.0,0,0,13,1,0,0,0,1
1,1,42.0,0,0,26,0,1,0,0,1
1,1,22.0,0,0,151,1,0,0,0,1
1,3,30.0,1,1,15,0,1,1,0,0
1,1,24.0,0,0,49,1,0,1,0,0
0,1,30.0,0,0,26,0,1,0,0,1
1,1,48.0,1,0,52,0,1,0,0,1
0,3,29.0,0,0,9,0,1,0,0,1
0,2,52.0,0,0,13,0,1,0,0,1
0,3,19.0,0,0,7,0,1,0,0,1
1,1,38.0,0,0,227,1,0,1,0,0
1,2,27.0,0,0,10,1,0,0,0,1
0,3,30.0,0,0,15,0,1,0,1,0
0,3,33.0,0,0,7,0,1,0,0,1
1,2,6.0,0,1,33,1,0,0,0,1
0,3,17.0,1,0,7,0,1,0,0,1
0,2,34.0,0,0,13,0,1,0,0,1
0,2,50.0,0,0,13,0,1,0,0,1
1,1,27.0,1,0,53,0,1,0,0,1
0,3,20.0,0,0,8,0,1,0,0,1
1,2,30.0,3,0,21,1,0,0,0,1
1,3,30.0,0,0,7,1,0,0,1,0
0,2,25.0,1,0,26,0,1,0,0,1
0,3,25.0,1,0,7,1,0,0,0,1
1,1,29.0,0,0,211,1,0,0,0,1
0,3,11.0,0,0,18,0,1,1,0,0
0,2,30.0,0,0,0,0,1,0,0,1
0,2,23.0,0,0,13,0,1,0,0,1
0,2,23.0,0,0,13,0,1,0,0,1
0,3,28.5,0,0,16,0,1,0,0,1
0,3,48.0,1,3,34,1,0,0,0,1
1,1,35.0,0,0,512,0,1,1,0,0
0,3,30.0,0,0,7,0,1,0,0,1
0,3,30.0,0,0,7,0,1,0,0,1
1,1,30.0,0,0,30,0,1,0,0,1
0,1,36.0,1,0,78,0,1,0,0,1
1,1,21.0,2,2,262,1,0,1,0,0
0,3,24.0,1,0,16,0,1,0,0,1
1,3,31.0,0,0,7,0,1,0,0,1
0,1,70.0,1,1,71,0,1,0,0,1
0,3,16.0,1,1,20,0,1,0,0,1
1,2,30.0,0,0,13,1,0,0,0,1
0,1,19.0,1,0,53,0,1,0,0,1
0,3,31.0,0,0,7,0,1,0,1,0
1,2,4.0,1,1,23,1,0,0,0,1
1,3,6.0,0,1,12,0,1,0,0,1
0,3,33.0,0,0,9,0,1,0,0,1
0,3,23.0,0,0,7,0,1,0,0,1
1,2,48.0,1,2,65,1,0,0,0,1
1,2,0.67,1,1,14,0,1,0,0,1
0,3,28.0,0,0,7,0,1,0,0,1
0,2,18.0,0,0,11,0,1,0,0,1
0,3,34.0,0,0,8,0,1,0,0,1
1,1,33.0,0,0,86,1,0,0,0,1
0,3,30.0,0,0,14,0,1,0,0,1
0,3,41.0,0,0,7,0,1,0,0,1
1,3,20.0,0,0,7,0,1,1,0,0
1,1,36.0,1,2,120,1,0,0,0,1
0,3,16.0,0,0,7,0,1,0,0,1
1,1,51.0,1,0,77,1,0,0,0,1
0,1,30.0,0,0,39,0,1,1,0,0
0,3,30.5,0,0,7,1,0,0,1,0
0,3,30.0,1,0,24,0,1,0,1,0
0,3,32.0,0,0,8,0,1,0,0,1
0,3,24.0,0,0,9,0,1,0,0,1
0,3,48.0,0,0,7,0,1,0,0,1
0,2,57.0,0,0,10,1,0,0,0,1
0,3,30.0,0,0,7,0,1,1,0,0
1,2,54.0,1,3,23,1,0,0,0,1
0,3,18.0,0,0,7,0,1,0,0,1
0,3,30.0,0,0,7,0,1,0,1,0
1,3,5.0,0,0,12,1,0,0,0,1
0,3,30.0,0,0,7,0,1,0,1,0
1,1,43.0,0,1,211,1,0,0,0,1
1,3,13.0,0,0,7,1,0,1,0,0
1,1,17.0,1,0,57,1,0,0,0,1
0,1,29.0,0,0,30,0,1,0,0,1
0,3,30.0,1,2,23,0,1,0,0,1
0,3,25.0,0,0,7,0,1,0,0,1
0,3,25.0,0,0,7,0,1,0,0,1
1,3,18.0,0,0,7,1,0,0,0,1
0,3,8.0,4,1,29,0,1,0,1,0
1,3,1.0,1,2,20,0,1,0,0,1
0,1,46.0,0,0,79,0,1,1,0,0
0,3,30.0,0,0,7,0,1,0,1,0
0,2,16.0,0,0,26,0,1,0,0,1
0,3,30.0,8,2,69,1,0,0,0,1
0,1,30.0,0,0,30,0,1,1,0,0
0,3,25.0,0,0,7,0,1,0,0,1
0,2,39.0,0,0,13,0,1,0,0,1
1,1,49.0,0,0,25,1,0,0,0,1
1,3,31.0,0,0,8,1,0,0,0,1
0,3,30.0,0,0,7,0,1,1,0,0
0,3,30.0,1,1,24,1,0,0,0,1
0,2,34.0,0,0,13,0,1,0,0,1
1,2,31.0,1,1,26,1,0,0,0,1
1,1,11.0,1,2,120,0,1,0,0,1
1,3,0.42,0,1,8,0,1,1,0,0
1,3,27.0,0,0,6,0,1,0,0,1
0,3,31.0,0,0,7,0,1,0,0,1
0,1,39.0,0,0,0,0,1,0,0,1
0,3,18.0,0,0,7,1,0,0,0,1
0,2,39.0,0,0,13,0,1,0,0,1
1,1,33.0,1,0,53,1,0,0,0,1
0,3,26.0,0,0,7,0,1,0,0,1
0,3,39.0,0,0,24,0,1,0,0,1
0,2,35.0,0,0,10,0,1,0,0,1
0,3,6.0,4,2,31,1,0,0,0,1
0,3,30.5,0,0,8,0,1,0,0,1
0,1,30.0,0,0,0,0,1,0,0,1
0,3,23.0,0,0,7,1,0,0,0,1
0,2,31.0,1,1,37,0,1,1,0,0
0,3,43.0,0,0,6,0,1,0,0,1
0,3,10.0,3,2,27,0,1,0,0,1
1,1,52.0,1,1,93,1,0,0,0,1
1,3,27.0,0,0,8,0,1,0,0,1
0,1,38.0,0,0,0,0,1,0,0,1
1,3,27.0,0,1,12,1,0,0,0,1
0,3,2.0,4,1,39,0,1,0,0,1
0,3,30.0,0,0,6,0,1,0,1,0
0,3,30.0,0,0,56,0,1,0,0,1
1,2,1.0,0,2,37,0,1,1,0,0
1,3,30.0,0,0,7,0,1,0,1,0
1,1,62.0,0,0,80,1,0,0,0,1
1,3,15.0,1,0,14,1,0,1,0,0
1,2,0.83,1,1,18,0,1,0,0,1
0,3,30.0,0,0,7,0,1,1,0,0
0,3,23.0,0,0,7,0,1,0,0,1
0,3,18.0,0,0,8,0,1,0,0,1
1,1,39.0,1,1,83,1,0,1,0,0
0,3,21.0,0,0,8,0,1,0,0,1
0,3,30.0,0,0,8,0,1,0,0,1
1,3,32.0,0,0,56,0,1,0,0,1
1,1,30.0,0,0,29,0,1,1,0,0
0,3,20.0,0,0,7,0,1,0,0,1
0,2,16.0,0,0,10,0,1,0,0,1
1,1,30.0,0,0,31,1,0,1,0,0
0,3,34.5,0,0,6,0,1,1,0,0
0,3,17.0,0,0,8,0,1,0,0,1
0,3,42.0,0,0,7,0,1,0,0,1
0,3,30.0,8,2,69,0,1,0,0,1
0,3,35.0,0,0,7,0,1,1,0,0
0,2,28.0,0,1,33,0,1,0,0,1
1,1,30.0,1,0,89,1,0,1,0,0
0,3,4.0,4,2,31,0,1,0,0,1
0,3,74.0,0,0,7,0,1,0,0,1
0,3,9.0,1,1,15,1,0,1,0,0
1,1,16.0,0,1,39,1,0,0,0,1
0,2,44.0,1,0,26,1,0,0,0,1
1,3,18.0,0,1,9,1,0,0,0,1
1,1,45.0,1,1,164,1,0,0,0,1
1,1,51.0,0,0,26,0,1,0,0,1
1,3,24.0,0,3,19,1,0,1,0,0
0,3,30.0,0,0,7,0,1,1,0,0
0,3,41.0,2,0,14,0,1,0,0,1
0,2,21.0,1,0,11,0,1,0,0,1
1,1,48.0,0,0,25,1,0,0,0,1
0,3,30.0,8,2,69,1,0,0,0,1
0,2,24.0,0,0,13,0,1,0,0,1
1,2,42.0,0,0,13,1,0,0,0,1
1,2,27.0,1,0,13,1,0,1,0,0
0,1,31.0,0,0,50,0,1,0,0,1
0,3,30.0,0,0,9,0,1,0,0,1
1,3,4.0,1,1,11,0,1,0,0,1
0,3,26.0,0,0,7,0,1,0,0,1
1,1,47.0,1,1,52,1,0,0,0,1
0,1,33.0,0,0,5,0,1,0,0,1
0,3,47.0,0,0,9,0,1,0,0,1
1,2,28.0,1,0,24,1,0,1,0,0
1,3,15.0,0,0,7,1,0,1,0,0
0,3,20.0,0,0,9,0,1,0,0,1
0,3,19.0,0,0,7,0,1,0,0,1
0,3,30.0,0,0,7,0,1,0,0,1
1,1,56.0,0,1,83,1,0,1,0,0
1,2,25.0,0,1,26,1,0,0,0,1
0,3,33.0,0,0,7,0,1,0,0,1
0,3,22.0,0,0,10,1,0,0,0,1
0,2,28.0,0,0,10,0,1,0,0,1
0,3,25.0,0,0,7,0,1,0,0,1
0,3,39.0,0,5,29,1,0,0,1,0
0,2,27.0,0,0,13,0,1,0,0,1
1,1,19.0,0,0,30,1,0,0,0,1
0,3,30.0,1,2,23,1,0,0,0,1
1,1,26.0,0,0,30,0,1,1,0,0
0,3,32.0,0,0,7,0,1,0,1,0
